"C70001","Centaur"
"C70003","Centaur"
"C70011","Centaur"
"C70012","Centaur"
"C70018","Centaur"
"C70019","Centaur"
"C70020","Odyssey"
"C70024","Centaur"
"C70027","Centaur"
"C70028","Ebony"
"C70030","Centaur"
"C70035","Centaur"
"C70046","Centaur"
"C70049","Cosmos"
"C70052","Centaur"
"C70054","Centaur"
"C70057","Centaur"
"C70059","Centaur"
"C70064","Odyssey"
"C70068","Centaur"
"C70069","Centaur"
"C70070","Centaur"
"C70079","Centaur"
"C70080","Centaur"
"C70087","Centaur"
"C70088","Centaur"
"C70102","Centaur"
"C70109","Centaur"
"C70110","Centaur"
"C70115","Centaur"
"C70122","Centaur"
"C70125","Centaur"
"C70127","Centaur"
"C70130","Centaur"
"C70131","Tokugawa"
"C70133","Centaur"
"C70135","Centaur"
"C70136","Centaur"
"C70139","Centaur"
"C70140","Centaur"
"C70154","Centaur"
"C70160","Centaur"
"C70167","Centaur"
"C70168","Centaur"
"C70169","Centaur"
"C70175","Centaur"
"C70178","Tokugawa"
"C70181","Centaur"
"C70188","Centaur"
"C70199","Centaur"
"C70202","Centaur"
"C70203","Odyssey"
"C70204","Centaur"
"C70206","Centaur"
"C70212","Centaur"
"C70222","Tokugawa"
"C70225","Centaur"
"C70232","Centaur"
"C70238","Centaur"
"C70240","Centaur"
"C70241","Centaur"
"C70242","Centaur"
"C70248","Centaur"
"C70249","Centaur"
"C70253","Centaur"
"C70254","Centaur"
"C70256","Centaur"
"C70260","Ebony"
"C70261","Centaur"
"C70262","Centaur"
"C70264","Centaur"
"C70267","Centaur"
"C70276","Ebony"
"C70279","Centaur"
"C70280","Centaur"
"C70284","Centaur"
"C70288","Centaur"
"C70291","Centaur"
"C70293","Centaur"
"C70294","Centaur"
"C70295","Centaur"
"C70297","Centaur"
"C70305","Centaur"
"C70309","Centaur"
"C70310","Centaur"
"C70312","Centaur"
"C70315","Centaur"
"C70319","Centaur"
"C70320","Centaur"
"C70329","Centaur"
"C70332","Centaur"
"C70336","Tokugawa"
"C70338","Centaur"
"C70344","Centaur"
"C70348","Centaur"
"C70354","Centaur"
"C70360","Centaur"
"C70370","Centaur"
"C70380","Centaur"
"C70400","Centaur"
"C70404","Centaur"
"C70406","Centaur"
"C70408","Centaur"
"C70409","Centaur"
"C70412","Centaur"
"C70419","Centaur"
"C70432","Centaur"
"C70434","Centaur"
"C70437","Centaur"
"C70440","Centaur"
"C70442","Ebony"
"C70444","Centaur"
"C70446","Centaur"
"C70450","Cosmos"
"C70459","Tokugawa"
"C70461","Centaur"
"C70462","Centaur"
"C70464","Centaur"
"C70469","Centaur"
"C70472","Centaur"
"C70480","Centaur"
"C70485","Centaur"
"C70487","Centaur"
"C70488","Centaur"
"C70492","Centaur"
"C70496","Centaur"
"C70502","Centaur"
"C70513","Centaur"
"C70515","Centaur"
"C70518","Centaur"
"C70523","Centaur"
"C70527","Centaur"
"C70530","Centaur"
"C70540","Centaur"
"C70542","Centaur"
"C70546","Centaur"
"C70548","Centaur"
"C70551","Centaur"
"C70552","Centaur"
